genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5757,13,9,0.14588185,0.1437873,0.11316855,0.164884865,2.900434017,28,2297.501025,3172.468945,157,1,0,158,216.930625,47.36890625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31135,28,5,0.34718874,0.28451142,0.07941466,0.164884865,2.900434017,14,2116.352246,781.7389404,2,0,0,2,790.3698438,10.5665625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,880,11,2,0.24035561,0.10482528,0.10131096,0.164884865,2.900434017,1,2252.914417,3530.860156,90,0,0,91,151.4540625,39.69234375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31124,3,1,0.2782347,0.11184801,0.09914977,0.164884865,2.900434017,14,2042.326086,685.8653839,2,0,0,2,225.05875,9.1215625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,23312,1,3,0.16429552,0.12534884,0.118540496,0.164884865,2.900434017,3,979.3477539,1733.975098,52,0,0,52,90.80921875,12.05671875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31131,28,5,0.28347236,0.18076736,0.1262432,0.164884865,2.900434017,14,2086.35343,762.1953735,0,0,0,0,549.1451563,5.10265625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,471,2,1,0.24305755,0.14706136,0.09967977,0.164884865,2.900434017,9,812.6513092,1692.111664,151,0,0,151,352.94125,48.76875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10889,2,1,0.24310832,0.124488674,0.11918294,0.164884865,2.900434017,9,3037.776526,725.1252777,77,0,0,77,298.5279688,33.3253125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,8016,2,1,0.17836684,0.13772559,0.13367686,0.164884865,2.900434017,2,4151.55481,600.5630798,95,0,0,95,411.3282813,24.20375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20500,13,2,0.19292559,0.09860415,0.08546367,0.164884865,2.900434017,9,2902.193018,3172.911584,254,1,0,255,145.2225,71.4371875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,8031,1,19,0.60235536,0.06332735,0.061374065,0.164884865,2.900434017,9,4218.265698,574.0394897,156,0,0,156,332.0339063,45.11109375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10725,1,5,0.119882576,0.11371763,0.11030498,0.164884865,2.900434017,15,531.4348999,3163.183899,141,0,0,142,364.3657813,5.73484375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31422,1,2,0.22071339,0.15623029,0.08358643,0.164884865,2.900434017,2,3962.021411,2343.826233,305,0,0,305,842.9317188,44.11765625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,2318,11,2,0.15486515,0.13195063,0.108933456,0.164884865,2.900434017,11,4771.093579,3524.871143,142,0,0,142,635.9354688,56.03890625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10876,28,14,0.5034268,0.290325,0.065555185,0.164884865,2.900434017,9,3040.018359,536.8579559,0,0,0,0,907.9115625,12.463125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10870,28,5,0.3268819,0.285834,0.08361836,0.164884865,2.900434017,9,2993.954626,451.098175,1,0,0,1,835.029375,5.91546875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26210,2,1,0.26536632,0.12929809,0.1086086,0.164884865,2.900434017,9,906.4899292,2562.018701,170,0,0,170,309.3203125,23.0296875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,17346,1,5,0.25687778,0.12902002,0.064583495,0.164884865,2.900434017,9,4590.496802,2568.343689,170,0,0,170,255.0425,34.68,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,1457,28,14,0.43882763,0.33769253,0.06274697,0.164884865,2.900434017,14,4425.923853,2538.857861,175,0,0,175,782.0159375,4.876875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,33708,2,1,0.29639873,0.13150914,0.09623426,0.164884865,2.900434017,5,2105.862756,895.8140869,220,0,1,221,260.3257813,55.99375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,1662,1,2,0.15950707,0.1432711,0.11545833,0.164884865,2.900434017,9,242.7647263,3507.251489,347,1,0,348,681.3626563,82.50046875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,8796,2,1,0.1556291,0.12817816,0.12791036,0.164884865,2.900434017,3,4905.702783,1324.487909,174,1,0,175,330.001875,36.3959375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26354,1,2,0.2039135,0.16683449,0.1008299,0.164884865,2.900434017,9,3546.348999,772.9828613,213,0,0,213,482.5396875,49.44609375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,35328,13,2,0.11111278,0.10948301,0.10122139,0.164884865,2.900434017,14,3705.572095,2953.843384,252,0,0,253,202.841875,55.451875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31077,5,3,0.2094245,0.13603207,0.1205431,0.164884865,2.900434017,28,2380.550964,621.7083862,0,0,0,0,239.3732813,6.54765625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,27226,2,1,0.15512143,0.15054855,0.13394023,0.164884865,2.900434017,6,5088.381396,1952.563306,252,0,0,252,331.085625,40.0084375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,2813,19,1,0.59045583,0.055836685,0.05248366,0.164884865,2.900434017,20,5442.466577,883.6901733,30,0,0,30,146.2610938,15.48859375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,3435,1,2,0.15570597,0.13685283,0.100608386,0.164884865,2.900434017,15,3783.606079,2537.382813,166,0,0,166,250.7075,27.13890625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,33324,5,3,0.1912506,0.14964351,0.13621344,0.164884865,2.900434017,3,2470.522095,1267.229327,110,0,0,110,574.1165625,4.69625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,28949,1,2,0.1342035,0.12519135,0.08495649,0.164884865,2.900434017,1,3363.592151,1387.932544,73,0,0,73,97.04078125,19.7784375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,8030,1,2,0.14265186,0.1369089,0.12114588,0.164884865,2.900434017,9,4220.482422,594.9936707,115,0,0,115,171.1421875,23.79734375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,30104,2,1,0.16977204,0.16669445,0.11814342,0.164884865,2.900434017,13,5211.905737,2587.72207,129,0,0,129,243.12125,46.8721875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,12876,2,1,0.18483159,0.13709216,0.12487309,0.164884865,2.900434017,8,3273.308289,1341.536053,128,0,0,128,208.44125,26.7325,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31285,2,11,0.3053339,0.11518414,0.06435482,0.164884865,2.900434017,2,4015.308691,2034.441174,125,0,0,125,78.933125,39.42140625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,4730,1,3,0.18432109,0.12659314,0.098009616,0.164884865,2.900434017,1,2030.291199,1971.778162,287,0,0,287,321.6479688,52.2909375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,7778,2,1,0.3297354,0.112456374,0.09176954,0.164884865,2.900434017,9,4655.379028,705.1401611,141,0,0,141,176.3803125,51.116875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26356,1,5,0.16190898,0.15758052,0.08917747,0.164884865,2.900434017,9,3571.96521,778.8013458,203,0,0,203,602.92625,29.84828125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26367,28,1,0.3103825,0.18549247,0.080826074,0.164884865,2.900434017,9,3683.37373,181.319062,5,0,0,5,867.5870313,9.8440625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,1669,28,14,0.5054466,0.23519033,0.06336186,0.164884865,2.900434017,3,416.6878311,3530.613623,116,0,0,116,544.2682813,35.1315625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31120,28,14,0.42795178,0.28003567,0.07462166,0.164884865,2.900434017,14,2024.927649,713.9274719,1,0,0,1,374.8420313,6.9540625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,3374,1,19,0.40239844,0.11106189,0.054658793,0.164884865,2.900434017,9,2305.343188,868.0321503,141,0,0,141,188.6176563,36.80234375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,7773,1,2,0.22875158,0.12945634,0.10927435,0.164884865,2.900434017,9,4648.745874,698.9054962,193,0,0,193,196.7457813,48.3171875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,35809,2,1,0.34053364,0.11724926,0.079863615,0.164884865,2.900434017,11,3572.992432,3037.656372,151,0,0,151,126.5729688,33.776875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26443,28,14,0.44788602,0.4122886,0.044189636,0.164884865,2.900434017,18,3375.90636,588.0766815,0,0,0,0,561.563125,5.41875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,19649,1,3,0.14591159,0.1420265,0.097227484,0.164884865,2.900434017,8,1572.816986,1652.744482,271,0,0,271,251.3848438,44.47890625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,6810,1,2,0.17053913,0.14298049,0.07866526,0.164884865,2.900434017,2,2085.032983,3264.591016,136,0,0,136,154.073125,35.8540625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,27046,2,1,0.23371138,0.1553979,0.07057811,0.164884865,2.900434017,2,5180.469434,2222.526709,134,0,0,134,157.9565625,41.1825,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26349,28,14,0.51013255,0.2693198,0.063814096,0.164884865,2.900434017,9,3885.098901,578.7233612,2,0,0,2,803.7360938,4.4253125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,28412,3,5,0.18687595,0.17564005,0.14690104,0.164884865,2.900434017,6,3784.353149,1034.361078,430,0,0,430,615.1184375,9.3021875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,19862,28,5,0.34799278,0.13934135,0.09372936,0.164884865,2.900434017,5,1405.629395,1419.26239,220,1,0,221,333.9304688,4.19953125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,27795,1,2,0.3426406,0.10248445,0.08986574,0.164884865,2.900434017,3,4082.354517,1319.561084,298,0,0,298,424.8751563,41.76953125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10880,1,2,0.1653607,0.14160004,0.09026703,0.164884865,2.900434017,9,3142.986853,676.5878082,234,0,0,234,504.9371875,25.468125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,36545,1,2,0.15748863,0.1485918,0.081953205,0.164884865,2.900434017,18,3434.100647,2677.090356,258,0,0,258,235.5801563,46.6915625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,15520,2,1,0.1932284,0.1394685,0.09117888,0.164884865,2.900434017,20,4470.242139,3070.808862,246,0,0,246,237.6573438,54.2778125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,24195,2,1,0.18114841,0.1340397,0.09790283,0.164884865,2.900434017,15,5247.448022,988.7552368,261,0,0,261,166.2653125,45.38203125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20165,1,5,0.26886627,0.1388727,0.08828986,0.164884865,2.900434017,18,1087.957251,1451.49505,127,0,0,127,234.09,24.2940625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,36233,1,2,0.2094479,0.1327877,0.0963648,0.164884865,2.900434017,7,3494.318042,2723.020239,408,0,0,409,715.1846875,68.0053125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,558,2,1,0.19558023,0.16919701,0.082875885,0.164884865,2.900434017,1,1935.52699,3368.0422,226,0,0,226,139.3973438,54.86484375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,18732,1,2,0.11375378,0.1104103,0.08573732,0.164884865,2.900434017,4,2717.091614,2053.01106,256,0,0,256,242.6245313,51.52328125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,34781,1,3,0.12343495,0.10263521,0.10262765,0.164884865,2.900434017,7,3761.40647,3092.067163,162,0,0,162,125.6698438,32.2415625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20115,1,2,0.19730328,0.13509114,0.12625334,0.164884865,2.900434017,18,880.2568665,1632.828107,183,0,0,183,370.823125,38.51828125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,7987,1,2,0.24034013,0.108333156,0.10135138,0.164884865,2.900434017,1,4518.635278,705.6050568,79,0,0,79,102.95625,24.15859375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20550,1,2,0.15151693,0.1187938,0.10503388,0.164884865,2.900434017,18,3078.243665,3113.851941,191,0,0,191,188.4370313,35.26703125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20060,1,5,0.28238425,0.1400067,0.12514856,0.164884865,2.900434017,1,1106.276971,1531.535022,276,0,0,277,763.9082813,35.8540625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,754,2,1,0.15124369,0.12938555,0.121915966,0.164884865,2.900434017,2,4805.351733,875.1562439,115,0,0,115,283.6715625,52.8328125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,14232,2,1,0.13476273,0.09674178,0.08657859,0.164884865,2.900434017,8,2839.367932,1336.930157,226,0,0,226,136.6879688,48.09140625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,21721,28,1,0.3000691,0.20834593,0.07746102,0.164884865,2.900434017,1,4981.158545,760.0271576,164,0,0,164,732.8859375,6.00578125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10853,28,5,0.32735264,0.21656176,0.10169121,0.164884865,2.900434017,28,2893.817114,368.145874,2,0,0,2,544.0876563,5.91546875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,6463,2,1,0.10955514,0.09611032,0.08442538,0.164884865,2.900434017,22,2268.226245,3090.81167,261,0,0,261,155.0214063,46.5109375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,13000,1,19,0.38697895,0.087426685,0.07755149,0.164884865,2.900434017,6,3273.35249,1329.634497,129,0,0,129,118.49,29.26125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20159,28,14,0.48367602,0.3693548,0.05118128,0.164884865,2.900434017,28,1053.254175,1248.201447,0,0,0,0,674.4085938,5.41875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,4533,17,2,0.098696955,0.092279516,0.09220976,0.164884865,2.900434017,1,1923.585071,2425.932581,162,0,0,162,97.85359375,46.8721875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Independent Sampling - Clean Data
