genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10889,2,1,0.24310832,0.124488674,0.11918294,0.164884865283966,2.9004340171814,9,3037.77652587891,725.125277709961,77,0,0,77,298.52796875,33.3253125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,8016,2,1,0.17836684,0.13772559,0.13367686,0.164884865283966,2.9004340171814,2,4151.55480957031,600.563079833984,95,0,0,95,411.32828125,24.20375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20500,13,2,0.19292559,0.09860415,0.08546367,0.164884865283966,2.9004340171814,9,2902.19301757813,3172.91158447266,254,1,0,255,145.2225,71.4371875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,8031,1,19,0.60235536,0.06332735,0.061374065,0.164884865283966,2.9004340171814,9,4218.26569824219,574.039489746094,156,0,0,156,332.03390625,45.11109375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10725,1,5,0.119882576,0.11371763,0.11030498,0.164884865283966,2.9004340171814,15,531.434899902344,3163.18389892578,141,0,0,142,364.36578125,5.73484375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31422,1,2,0.22071339,0.15623029,0.08358643,0.164884865283966,2.9004340171814,2,3962.02141113281,2343.82623291016,305,0,0,305,842.93171875,44.11765625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,2318,11,2,0.15486515,0.13195063,0.108933456,0.164884865283966,2.9004340171814,11,4771.09357910156,3524.87114257813,142,0,0,142,635.93546875,56.03890625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10876,28,14,0.5034268,0.290325,0.065555185,0.164884865283966,2.9004340171814,9,3040.018359375,536.857955932617,0,0,0,0,907.9115625,12.463125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10870,28,5,0.3268819,0.285834,0.08361836,0.164884865283966,2.9004340171814,9,2993.95462646484,451.098175048828,1,0,0,1,835.029375,5.91546875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26210,2,1,0.26536632,0.12929809,0.1086086,0.164884865283966,2.9004340171814,9,906.489929199219,2562.01870117188,170,0,0,170,309.3203125,23.0296875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,17346,1,5,0.25687778,0.12902002,0.064583495,0.164884865283966,2.9004340171814,9,4590.49680175781,2568.34368896484,170,0,0,170,255.0425,34.68,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,1457,28,14,0.43882763,0.33769253,0.06274697,0.164884865283966,2.9004340171814,14,4425.92385253906,2538.85786132813,175,0,0,175,782.0159375,4.876875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,33708,2,1,0.29639873,0.13150914,0.09623426,0.164884865283966,2.9004340171814,5,2105.86275634766,895.814086914063,220,0,1,221,260.32578125,55.99375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,1662,1,2,0.15950707,0.1432711,0.11545833,0.164884865283966,2.9004340171814,9,242.764726257324,3507.25148925781,347,1,0,348,681.36265625,82.50046875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,8796,2,1,0.1556291,0.12817816,0.12791036,0.164884865283966,2.9004340171814,3,4905.70278320312,1324.48790893555,174,1,0,175,330.001875,36.3959375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26354,1,2,0.2039135,0.16683449,0.1008299,0.164884865283966,2.9004340171814,9,3546.34899902344,772.982861328125,213,0,0,213,482.5396875,49.44609375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,35328,13,2,0.11111278,0.10948301,0.10122139,0.164884865283966,2.9004340171814,14,3705.57209472656,2953.84338378906,252,0,0,253,202.841875,55.451875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31077,5,3,0.2094245,0.13603207,0.1205431,0.164884865283966,2.9004340171814,28,2380.55096435547,621.708386230469,0,0,0,0,239.37328125,6.54765625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,27226,2,1,0.15512143,0.15054855,0.13394023,0.164884865283966,2.9004340171814,6,5088.38139648438,1952.56330566406,252,0,0,252,331.085625,40.0084375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,2813,19,1,0.59045583,0.055836685,0.05248366,0.164884865283966,2.9004340171814,20,5442.46657714844,883.690173339844,30,0,0,30,146.26109375,15.48859375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,3435,1,2,0.15570597,0.13685283,0.100608386,0.164884865283966,2.9004340171814,15,3783.60607910156,2537.3828125,166,0,0,166,250.7075,27.13890625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,33324,5,3,0.1912506,0.14964351,0.13621344,0.164884865283966,2.9004340171814,3,2470.52209472656,1267.22932739258,110,0,0,110,574.1165625,4.69625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,28949,1,2,0.1342035,0.12519135,0.08495649,0.164884865283966,2.9004340171814,1,3363.59215087891,1387.93254394531,73,0,0,73,97.04078125,19.7784375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,8030,1,2,0.14265186,0.1369089,0.12114588,0.164884865283966,2.9004340171814,9,4220.482421875,594.993670654297,115,0,0,115,171.1421875,23.79734375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,30104,2,1,0.16977204,0.16669445,0.11814342,0.164884865283966,2.9004340171814,13,5211.90573730469,2587.7220703125,129,0,0,129,243.12125,46.8721875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,12876,2,1,0.18483159,0.13709216,0.12487309,0.164884865283966,2.9004340171814,8,3273.30828857422,1341.5360534668,128,0,0,128,208.44125,26.7325,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31285,2,11,0.3053339,0.11518414,0.06435482,0.164884865283966,2.9004340171814,2,4015.30869140625,2034.44117431641,125,0,0,125,78.933125,39.42140625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,4730,1,3,0.18432109,0.12659314,0.098009616,0.164884865283966,2.9004340171814,1,2030.29119873047,1971.77816162109,287,0,0,287,321.64796875,52.2909375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,7778,2,1,0.3297354,0.112456374,0.09176954,0.164884865283966,2.9004340171814,9,4655.37902832031,705.140161132813,141,0,0,141,176.3803125,51.116875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26356,1,5,0.16190898,0.15758052,0.08917747,0.164884865283966,2.9004340171814,9,3571.96520996094,778.801345825195,203,0,0,203,602.92625,29.84828125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26367,28,1,0.3103825,0.18549247,0.080826074,0.164884865283966,2.9004340171814,9,3683.37373046875,181.319062042236,5,0,0,5,867.58703125,9.8440625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,1669,28,14,0.5054466,0.23519033,0.06336186,0.164884865283966,2.9004340171814,3,416.687831115723,3530.61362304688,116,0,0,116,544.26828125,35.1315625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,31120,28,14,0.42795178,0.28003567,0.07462166,0.164884865283966,2.9004340171814,14,2024.92764892578,713.927471923828,1,0,0,1,374.84203125,6.9540625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,1,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,3374,1,19,0.40239844,0.11106189,0.054658793,0.164884865283966,2.9004340171814,9,2305.34318847656,868.032150268555,141,0,0,141,188.61765625,36.80234375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,7773,1,2,0.22875158,0.12945634,0.10927435,0.164884865283966,2.9004340171814,9,4648.74587402344,698.90549621582,193,0,0,193,196.74578125,48.3171875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,35809,2,1,0.34053364,0.11724926,0.079863615,0.164884865283966,2.9004340171814,11,3572.99243164063,3037.65637207031,151,0,0,151,126.57296875,33.776875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26443,28,14,0.44788602,0.4122886,0.044189636,0.164884865283966,2.9004340171814,18,3375.90635986328,588.076681518555,0,0,0,0,561.563125,5.41875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,19649,1,3,0.14591159,0.1420265,0.097227484,0.164884865283966,2.9004340171814,8,1572.81698608398,1652.74448242188,271,0,0,271,251.38484375,44.47890625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,6810,1,2,0.17053913,0.14298049,0.07866526,0.164884865283966,2.9004340171814,2,2085.03298339844,3264.591015625,136,0,0,136,154.073125,35.8540625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,27046,2,1,0.23371138,0.1553979,0.07057811,0.164884865283966,2.9004340171814,2,5180.46943359375,2222.52670898438,134,0,0,134,157.9565625,41.1825,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,26349,28,14,0.51013255,0.2693198,0.063814096,0.164884865283966,2.9004340171814,9,3885.09890136719,578.723361206055,2,0,0,2,803.73609375,4.4253125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,28412,3,5,0.18687595,0.17564005,0.14690104,0.164884865283966,2.9004340171814,6,3784.35314941406,1034.36107788086,430,0,0,430,615.1184375,9.3021875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,19862,28,5,0.34799278,0.13934135,0.09372936,0.164884865283966,2.9004340171814,5,1405.62939453125,1419.26239013672,220,1,0,221,333.93046875,4.19953125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,27795,1,2,0.3426406,0.10248445,0.08986574,0.164884865283966,2.9004340171814,3,4082.35451660156,1319.56108398438,298,0,0,298,424.87515625,41.76953125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10880,1,2,0.1653607,0.14160004,0.09026703,0.164884865283966,2.9004340171814,9,3142.98685302734,676.587808227539,234,0,0,234,504.9371875,25.468125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,36545,1,2,0.15748863,0.1485918,0.081953205,0.164884865283966,2.9004340171814,18,3434.10064697266,2677.09035644531,258,0,0,258,235.58015625,46.6915625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,15520,2,1,0.1932284,0.1394685,0.09117888,0.164884865283966,2.9004340171814,20,4470.24213867188,3070.80886230469,246,0,0,246,237.65734375,54.2778125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,24195,2,1,0.18114841,0.1340397,0.09790283,0.164884865283966,2.9004340171814,15,5247.44802246094,988.755236816406,261,0,0,261,166.2653125,45.38203125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20165,1,5,0.26886627,0.1388727,0.08828986,0.164884865283966,2.9004340171814,18,1087.95725097656,1451.49505004883,127,0,0,127,234.09,24.2940625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,36233,1,2,0.2094479,0.1327877,0.0963648,0.164884865283966,2.9004340171814,7,3494.31804199219,2723.02023925781,408,0,0,409,715.1846875,68.0053125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,558,2,1,0.19558023,0.16919701,0.082875885,0.164884865283966,2.9004340171814,1,1935.52698974609,3368.04219970703,226,0,0,226,139.39734375,54.86484375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,18732,1,2,0.11375378,0.1104103,0.08573732,0.164884865283966,2.9004340171814,4,2717.09161376953,2053.01105957031,256,0,0,256,242.62453125,51.52328125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,34781,1,3,0.12343495,0.10263521,0.10262765,0.164884865283966,2.9004340171814,7,3761.40646972656,3092.06716308594,162,0,0,162,125.66984375,32.2415625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20115,1,2,0.19730328,0.13509114,0.12625334,0.164884865283966,2.9004340171814,18,880.256866455078,1632.82810668945,183,0,0,183,370.823125,38.51828125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,7987,1,2,0.24034013,0.108333156,0.10135138,0.164884865283966,2.9004340171814,1,4518.63527832031,705.605056762695,79,0,0,79,102.95625,24.15859375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20550,1,2,0.15151693,0.1187938,0.10503388,0.164884865283966,2.9004340171814,18,3078.24366455078,3113.85194091797,191,0,0,191,188.43703125,35.26703125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,20060,1,5,0.28238425,0.1400067,0.12514856,0.164884865283966,2.9004340171814,1,1106.27697143555,1531.53502197266,276,0,0,277,763.90828125,35.8540625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,754,2,1,0.15124369,0.12938555,0.121915966,0.164884865283966,2.9004340171814,2,4805.35173339844,875.156243896485,115,0,0,115,283.6715625,52.8328125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,14232,2,1,0.13476273,0.09674178,0.08657859,0.164884865283966,2.9004340171814,8,2839.36793212891,1336.9301574707,226,0,0,226,136.68796875,48.09140625,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,21721,28,1,0.3000691,0.20834593,0.07746102,0.164884865283966,2.9004340171814,1,4981.15854492187,760.027157592773,164,0,0,164,732.8859375,6.00578125,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,10853,28,5,0.32735264,0.21656176,0.10169121,0.164884865283966,2.9004340171814,28,2893.81711425781,368.145874023438,2,0,0,2,544.08765625,5.91546875,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
Cyp1b1,Dcn,Col1a1,Fmod,Aldh1a2,9,6463,2,1,0.10955514,0.09611032,0.08442538,0.164884865283966,2.9004340171814,22,2268.22624511719,3090.81166992188,261,0,0,261,155.02140625,46.5109375,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,Endothelial,0,Transformer Model : Whole Split - Clean Data
