genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,8309,9,15,0.18935104,0.11122983,0.08688549,0.167763159,2.896154404,3,710.2572296,2427.537952,183,2,0,185,743.8589063,8.9409375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,21386,2,1,0.12347778,0.092234634,0.08500706,0.167763159,2.896154404,24,2702.235706,2713.67854,162,0,0,162,383.5120313,7.225,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,26502,2,1,0.13801405,0.08842974,0.0781535,0.167763159,2.896154404,5,5354.081934,2496.052808,124,0,0,124,666.2804688,5.41875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,1,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,11672,3,1,0.101742476,0.08991849,0.08646115,0.167763159,2.896154404,6,4587.360767,2150.243713,86,0,0,86,459.1939063,4.4253125,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,31209,1,3,0.12778527,0.08533878,0.081964865,0.167763159,2.896154404,2,3778.285693,2416.762708,172,0,0,172,642.9798438,7.27015625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,24126,2,1,0.12193796,0.09869417,0.09160274,0.167763159,2.896154404,16,5165.102197,1209.111511,411,0,0,411,544.223125,5.78,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,2843,1,3,0.10936947,0.09164096,0.09045106,0.167763159,2.896154404,6,5432.743042,1399.825903,175,0,0,175,667.770625,8.08296875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,722,1,2,0.13616256,0.101010986,0.08846204,0.167763159,2.896154404,15,4947.449072,812.7929413,276,0,0,276,615.57,7.58625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,28282,3,1,0.10288408,0.10102294,0.10028816,0.167763159,2.896154404,3,3796.309595,1093.598358,128,1,0,129,499.2926563,7.27015625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,10251,1,2,0.1112648,0.08369489,0.08205426,0.167763159,2.896154404,15,636.1810059,3304.00271,164,0,0,164,363.236875,8.9409375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,16717,2,1,0.12732123,0.09768134,0.083037175,0.167763159,2.896154404,7,4237.494873,2778.436047,345,0,0,345,646.7278125,6.45734375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,1655,9,2,0.10050701,0.09370457,0.0833651,0.167763159,2.896154404,6,507.3894562,3533.511011,89,0,0,89,222.2590625,5.82515625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,15832,2,1,0.11790202,0.107615754,0.08821567,0.167763159,2.896154404,15,4553.813989,2882.915491,382,0,0,382,758.444375,9.34734375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,27605,1,3,0.14642145,0.09009305,0.08789236,0.167763159,2.896154404,5,1076.544922,3476.273389,335,0,0,335,846.5442188,8.08296875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,1,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,19516,2,11,0.10398148,0.09806549,0.08937364,0.167763159,2.896154404,20,4610.835376,3463.437061,145,0,0,145,409.3865625,5.37359375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,5457,2,1,0.114883736,0.087196894,0.083726324,0.167763159,2.896154404,11,3654.507764,3405.717786,328,0,0,328,766.2564063,7.9475,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,30099,2,1,0.13630153,0.07833881,0.07322136,0.167763159,2.896154404,20,5191.74231,2641.083643,168,0,0,168,517.0390625,5.10265625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,4510,2,1,0.094562955,0.08904309,0.08516005,0.167763159,2.896154404,26,1892.393018,2461.666821,186,0,0,186,288.63875,5.73484375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,Transformer Model : Stratified Sampling - Clean Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,10466,2,1,0.14672203,0.08663252,0.07835096,0.167763159,2.896154404,5,723.8481506,2840.513647,194,0,0,194,470.70875,8.850625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,1,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5546,9,13,0.15570407,0.10754073,0.10527616,0.167763159,2.896154404,9,2445.914844,3076.558606,150,0,0,150,110.4521875,49.89765625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15751,9,13,0.15734062,0.10454129,0.09500389,0.167763159,2.896154404,13,4753.066772,2861.625854,188,0,0,188,158.408125,49.49125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30581,2,8,0.083598234,0.075125635,0.06989398,0.167763159,2.896154404,20,5180.85874,3064.67583,220,0,0,220,190.3335938,51.65875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15099,13,9,0.16155507,0.15441556,0.102758564,0.167763159,2.896154404,9,4928.969043,2653.624463,96,1,0,97,159.6273438,45.65296875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,24891,9,13,0.116817646,0.10892728,0.10346602,0.167763159,2.896154404,1,1604.494635,3008.956836,102,0,0,102,56.03890625,27.455,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,6228,13,10,0.10600995,0.09786391,0.06819344,0.167763159,2.896154404,21,2375.983459,3296.044958,281,0,0,282,219.0529688,74.3271875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30885,9,13,0.14346729,0.13731077,0.10825937,0.167763159,2.896154404,17,5041.471606,2850.07677,45,0,0,45,55.22609375,14.67578125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,6101,9,2,0.1386452,0.13825762,0.10057379,0.167763159,2.896154404,17,2347.339954,2905.545288,94,0,0,94,96.3634375,26.4615625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,27676,8,13,0.09973568,0.085558414,0.08186727,0.167763159,2.896154404,4,4054.467627,1673.391534,99,0,0,99,149.376875,33.3253125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,6463,9,13,0.11898127,0.08895191,0.08714575,0.167763159,2.896154404,22,2268.226245,3090.81167,261,0,0,261,155.0214063,46.5109375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,35264,13,9,0.14442931,0.13478115,0.10467552,0.167763159,2.896154404,15,3635.613525,2797.225696,169,0,0,170,137.1846875,40.95671875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,35800,13,9,0.100437455,0.09658622,0.068756245,0.167763159,2.896154404,20,3609.580615,3026.141113,234,0,0,234,144.9967188,60.37390625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,35267,13,10,0.0973666,0.08348525,0.06890276,0.167763159,2.896154404,24,3721.50752,2796.887231,84,0,0,84,105.3495313,31.609375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,12448,9,2,0.09515682,0.09393358,0.08895317,0.167763159,2.896154404,10,4601.525635,1790.593481,233,0,0,233,147.0739063,53.60046875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,19424,9,13,0.15010934,0.14617665,0.10688964,0.167763159,2.896154404,11,4754.790845,3440.988428,85,0,0,85,80.42328125,35.89921875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,26685,13,2,0.09386482,0.08786384,0.082525246,0.167763159,2.896154404,14,5070.992505,2444.171472,123,0,0,123,63.80578125,11.740625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,14625,9,2,0.11068924,0.10017078,0.09889729,0.167763159,2.896154404,17,4923.053491,3183.160974,114,0,0,114,290.8514063,71.12109375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,9843,9,13,0.094728775,0.09302436,0.08994771,0.167763159,2.896154404,18,4162.928125,1405.854138,149,0,0,149,150.9121875,49.2203125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,13972,13,9,0.13303064,0.101487175,0.098895445,0.167763159,2.896154404,10,2711.565369,1414.949512,115,0,0,115,120.9735938,42.808125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,11796,9,2,0.100638084,0.0782021,0.076551154,0.167763159,2.896154404,10,4646.928003,1903.937122,119,0,0,119,114.155,25.51328125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,17211,13,8,0.10550562,0.09568855,0.069055565,0.167763159,2.896154404,15,4172.140332,2902.131592,196,0,0,196,132.2175,47.00765625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,20486,13,9,0.14177004,0.11845145,0.08413991,0.167763159,2.896154404,9,2922.674158,3157.182227,100,0,0,100,85.84203125,25.87453125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,17533,13,9,0.16486654,0.11708755,0.07973384,0.167763159,2.896154404,4,3129.758521,1950.351355,92,0,0,92,125.4440625,26.6421875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,339,13,9,0.14364927,0.12105231,0.096114375,0.167763159,2.896154404,8,1647.649255,1777.326135,310,0,0,310,146.8932813,63.760625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,32966,13,2,0.07950097,0.07597646,0.06794736,0.167763159,2.896154404,5,4992.285742,3476.194946,149,0,0,150,137.9523438,30.39015625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,16712,8,13,0.09102312,0.07977306,0.07370298,0.167763159,2.896154404,14,4228.795654,2870.819592,305,0,0,305,305.1659375,96.273125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,9794,13,9,0.13062924,0.112220585,0.092014566,0.167763159,2.896154404,3,4593.655249,1503.11626,134,0,0,134,106.749375,30.886875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,476,13,2,0.10825206,0.08393522,0.07675771,0.167763159,2.896154404,22,1926.622534,3382.198145,273,0,0,273,171.3228125,61.05125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15197,13,8,0.13422498,0.105477795,0.099197514,0.167763159,2.896154404,9,4830.639648,2651.075085,149,0,0,149,161.47875,56.67109375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,20471,13,9,0.13219942,0.09116475,0.085258074,0.167763159,2.896154404,9,2944.902405,3143.496729,109,0,0,109,82.365,28.358125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30886,13,9,0.1430465,0.12166044,0.076367095,0.167763159,2.896154404,13,5042.725854,2924.817419,390,0,1,391,244.8371875,89.95125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,25913,13,9,0.14672148,0.13760929,0.083530575,0.167763159,2.896154404,3,1026.932605,2660.193079,200,0,0,200,186.3598438,57.03234375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15001,13,9,0.11998324,0.11892293,0.07392049,0.167763159,2.896154404,13,4667.66543,2964.620081,74,0,0,74,109.1426563,27.59046875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30288,13,9,0.16208018,0.11770836,0.08538041,0.167763159,2.896154404,2,5070.196045,3035.897021,251,0,0,251,204.3320313,56.12921875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,10810,2,9,0.113095276,0.09914344,0.09438868,0.167763159,2.896154404,19,502.6137573,2685.490332,229,0,0,230,476.3532813,74.05625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30622,2,4,0.102898516,0.08055804,0.072208114,0.167763159,2.896154404,13,5103.368457,2967.391089,150,0,0,150,181.4378125,47.36890625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,8723,9,2,0.15361503,0.1396962,0.081055544,0.167763159,2.896154404,1,4785.368848,1416.562872,71,0,0,71,88.09984375,31.42875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,7497,13,9,0.11801213,0.113629,0.095890865,0.167763159,2.896154404,6,1819.473767,2762.889307,237,0,0,237,147.2545313,63.3090625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,1,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,16462,8,2,0.084783986,0.084742315,0.08035507,0.167763159,2.896154404,9,4320.930591,3149.390283,204,0,0,204,135.7396875,48.63328125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,6023,9,13,0.14904012,0.14130872,0.13485196,0.167763159,2.896154404,2,2420.690637,2921.31366,205,0,0,205,115.058125,52.200625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30254,13,9,0.1605511,0.15862495,0.120558314,0.167763159,2.896154404,13,5022.021631,3184.514001,309,0,0,309,116.4579688,56.535625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,12109,13,9,0.17553061,0.15540299,0.1383599,0.167763159,2.896154404,10,4661.252246,1838.392908,118,0,0,118,74.46265625,42.58234375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30947,13,2,0.1334145,0.10532068,0.073771134,0.167763159,2.896154404,19,5047.950781,2742.545752,131,0,0,131,139.984375,29.93859375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,7123,13,9,0.13016519,0.11261639,0.08753634,0.167763159,2.896154404,17,2347.478992,2980.095227,121,1,0,122,139.6682813,49.2203125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,32419,2,9,0.07895562,0.07840641,0.072030514,0.167763159,2.896154404,12,3471.497949,2230.92876,255,0,0,255,139.4425,29.30640625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30135,13,9,0.13829386,0.12090003,0.07109116,0.167763159,2.896154404,18,5082.772974,3272.698804,156,0,0,156,140.0746875,33.64140625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,28198,13,9,0.13493146,0.10668266,0.07583155,0.167763159,2.896154404,6,3806.051392,1234.855554,129,0,0,129,117.8578125,38.96984375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,1,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,9177,13,10,0.0877815,0.08349383,0.06825002,0.167763159,2.896154404,3,4601.428516,1477.204852,233,0,0,234,171.9098438,51.88453125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,16079,13,8,0.1152748,0.083600685,0.07629429,0.167763159,2.896154404,13,4806.759546,3025.081311,262,0,0,262,237.7928125,54.2778125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5725,9,13,0.12598558,0.11736707,0.08086497,0.167763159,2.896154404,17,2353.366943,3279.064465,144,0,0,145,150.9121875,52.4715625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,8391,13,9,0.16619259,0.1469142,0.12849274,0.167763159,2.896154404,17,2298.90614,3479.958521,179,0,0,179,118.9415625,50.07828125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15307,13,9,0.13353935,0.114305265,0.07476491,0.167763159,2.896154404,27,4695.734937,3246.472485,141,0,0,141,130.7725,44.253125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,2135,13,9,0.16656312,0.1455237,0.12985367,0.167763159,2.896154404,9,4939.055737,2684.468091,107,0,0,107,88.145,32.01578125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,7146,9,13,0.16244633,0.14755522,0.14283952,0.167763159,2.896154404,22,2351.876953,3014.504663,118,0,0,118,105.7559375,49.35578125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,11048,13,9,0.121167734,0.117603414,0.07067499,0.167763159,2.896154404,2,4917.938965,2029.53147,74,0,0,74,76.63015625,25.2875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30736,13,9,0.1356794,0.12323186,0.091593914,0.167763159,2.896154404,13,4962.365991,2957.109119,129,0,0,129,274.55,63.71546875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,35703,13,8,0.10121561,0.099222,0.077287674,0.167763159,2.896154404,11,3818.990234,2836.611035,274,0,0,274,147.7060938,37.1184375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,17887,13,2,0.13247612,0.11936836,0.09673017,0.167763159,2.896154404,4,2844.925098,2127.954663,340,0,0,340,300.2890625,59.74171875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,Transformer Model : Stratified Sampling - Clean Data
