genes5,genes4,genes3,genes2,genes1,Label.1,cell_id,Label.2,Label.3,Probability.1,Probability.2,Probability.3,Test.Accuracy,Test.Loss,True_cluster,x_centroid,y_centroid,transcript_counts,control_probe_counts,control_codeword_counts,total_counts,cell_area,nucleus_area,cell_type_1,cell_type_2,cell_type_3,cell_type_4,cell_type_5,majority_cell_type,status,Title
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,35232,11,7,0.124356836,0.11351544,0.10930925,0.176946267,2.924649,24,4031.935986,3220.673242,326,1,0,327,629.3878125,31.609375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,16521,1,7,0.16060543,0.13457672,0.10917061,0.176946267,2.924649,14,4633.604004,2753.011792,138,0,0,138,322.0995313,5.64453125,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,21520,1,11,0.13448703,0.111839585,0.08423458,0.176946267,2.924649,2,2499.250684,3329.786804,181,0,0,181,588.7471875,16.436875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,8647,1,7,0.1458676,0.12026426,0.09118639,0.176946267,2.924649,5,4870.60542,1458.720776,199,0,0,199,601.48125,40.7309375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,36521,7,18,0.25253338,0.08816761,0.0878615,0.176946267,2.924649,20,3454.027087,2583.978418,198,0,0,198,493.6932813,18.42375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,8536,11,15,0.12766121,0.12686716,0.09181677,0.176946267,2.924649,22,1971.879846,3454.745935,216,0,0,216,342.5553125,31.0675,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,17422,11,7,0.12638943,0.10911564,0.08380463,0.176946267,2.924649,14,4346.032983,2698.296777,161,0,0,161,549.641875,18.8753125,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,1510,9,18,0.15614004,0.105199255,0.08731221,0.176946267,2.924649,14,4262.312134,2562.468811,351,1,0,352,669.215625,40.46,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,20292,1,11,0.15108009,0.14759102,0.1383497,0.176946267,2.924649,18,3271.985767,2764.478491,218,0,0,218,513.2459375,19.9590625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,17395,2,11,0.11329355,0.1127492,0.10609196,0.176946267,2.924649,18,4253.954077,2621.358289,259,0,0,259,470.8442188,45.0659375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,21470,18,1,0.14135234,0.10783335,0.106241345,0.176946267,2.924649,14,2615.136438,2626.582178,148,0,0,148,582.1092188,21.72015625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,21281,7,11,0.22218634,0.19465406,0.11741462,0.176946267,2.924649,1,2677.196606,2575.31593,141,0,0,141,472.8310938,19.2365625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,35552,1,15,0.11677854,0.11274168,0.105457075,0.176946267,2.924649,18,3837.531274,2607.305273,157,0,0,157,547.29375,33.37046875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,20265,1,5,0.117429905,0.11016201,0.08009654,0.176946267,2.924649,15,3065.806189,2680.257935,189,0,0,189,727.7832813,41.31796875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,32346,2,1,0.19161269,0.10585122,0.10053754,0.176946267,2.924649,1,3645.921436,2428.237085,271,0,0,271,838.46125,45.0659375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,36532,1,7,0.18793064,0.15132618,0.12504622,0.176946267,2.924649,1,3420.948267,2629.996289,415,0,0,415,1170.495156,58.02578125,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,30004,1,7,0.12548497,0.12537642,0.08726472,0.176946267,2.924649,1,5299.80271,2658.028235,262,0,0,262,732.795625,23.25546875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,30680,1,7,0.17373009,0.14004299,0.066111565,0.176946267,2.924649,7,5114.908618,2917.806995,121,0,0,121,242.218125,20.81703125,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,2263,5,1,0.11558193,0.11075968,0.10519365,0.176946267,2.924649,1,3293.730078,2536.002393,111,0,0,111,310.4492188,16.25625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,20740,7,2,0.1269984,0.116620064,0.10808524,0.176946267,2.924649,2,2760.033423,3076.568152,62,1,0,63,265.0671875,9.97953125,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,27394,7,2,0.11528537,0.11460754,0.08859742,0.176946267,2.924649,1,5001.465576,2524.934131,206,0,0,206,348.425625,26.4615625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,12272,9,15,0.15604985,0.09718222,0.08695885,0.176946267,2.924649,14,4406.628271,2256.520898,247,0,0,247,390.7821875,17.11421875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,9009,2,11,0.12007836,0.11981133,0.10726662,0.176946267,2.924649,1,4708.739355,1667.615332,182,0,0,182,633.0003125,32.73828125,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,30003,1,18,0.15536205,0.11529434,0.104980364,0.176946267,2.924649,14,5241.931738,2648.834912,265,0,0,265,526.2057813,26.2809375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,34491,1,15,0.11704184,0.11554182,0.09093673,0.176946267,2.924649,15,4100.576392,3066.263977,322,0,0,322,746.6585938,21.9459375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,31172,2,1,0.12474884,0.09728725,0.094749935,0.176946267,2.924649,14,3987.403125,2467.182275,488,0,0,488,1211.6325,72.38546875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,2255,1,7,0.19984853,0.115496606,0.10635711,0.176946267,2.924649,1,3202.757458,2540.366736,279,0,0,279,757.1348438,38.69890625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,12220,7,11,0.14838867,0.11205962,0.08579145,0.176946267,2.924649,2,4243.742041,2383.489233,175,0,0,175,595.881875,25.9196875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,15843,7,2,0.17134596,0.11917274,0.11834262,0.176946267,2.924649,19,4519.311792,2895.104358,422,0,0,422,539.165625,39.96328125,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,31209,9,28,0.23433605,0.13482127,0.1131698,0.176946267,2.924649,2,3778.285693,2416.762708,172,0,0,172,642.9798438,7.27015625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,12521,1,15,0.1458092,0.14284022,0.1316758,0.176946267,2.924649,5,4160.236182,2143.476917,258,0,0,258,959.0284375,31.29328125,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,31792,5,1,0.1197871,0.090815455,0.082428545,0.176946267,2.924649,12,3605.295752,2102.414612,204,0,0,204,556.7314063,17.74640625,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,32601,11,7,0.13424377,0.1263199,0.078747265,0.176946267,2.924649,1,3641.370947,2028.587048,115,0,0,115,390.7821875,17.29484375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,6894,1,5,0.10218932,0.100438625,0.100033164,0.176946267,2.924649,22,1893.689185,3146.555359,355,0,0,355,822.7017188,33.82203125,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,11681,1,15,0.1283196,0.11301343,0.10025603,0.176946267,2.924649,2,4349.937256,2112.77793,163,0,0,163,571.9942188,21.26859375,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Aqp4,Hapln1,Orai2,Gfap,Cabp7,14,30686,15,1,0.15110788,0.12462485,0.10592704,0.176946267,2.924649,7,5171.402075,2852.30553,480,0,0,480,759.9796875,20.72671875,Neurons,Astrocytes,Neurons,Neurons,Astrocytes,Neurons,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15187,7,11,0.13961393,0.13095874,0.123753116,0.176946267,2.924649,9,4821.502979,2627.915076,104,0,0,104,74.8690625,31.74484375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,1,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,8468,9,2,0.14539443,0.11809807,0.09208865,0.176946267,2.924649,2,2340.131555,3461.521863,70,0,0,70,107.471875,25.468125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,21628,9,1,0.15848683,0.094227955,0.090947464,0.176946267,2.924649,17,2521.395923,2658.532507,125,0,0,125,101.3757813,53.78109375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15168,9,10,0.2589722,0.13481982,0.08100599,0.176946267,2.924649,17,4826.659424,2702.158923,307,0,0,307,171.2325,58.20640625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30731,8,13,0.16695826,0.10719037,0.08329618,0.176946267,2.924649,27,5000.383569,2947.255676,187,0,0,187,180.6701563,61.27703125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,27474,1,11,0.114811935,0.09664468,0.07959607,0.176946267,2.924649,4,1411.362848,3474.896082,156,0,0,156,69.4503125,24.33921875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30505,13,7,0.14312612,0.08579766,0.07570722,0.176946267,2.924649,13,4977.441455,3087.158704,78,0,0,78,55.67765625,16.48203125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,14631,7,9,0.24794587,0.120079026,0.11432335,0.176946267,2.924649,9,4872.607983,2675.271448,74,0,0,74,67.96015625,38.69890625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,1,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,17276,10,9,0.10058048,0.08435361,0.08041927,0.176946267,2.924649,7,4361.541333,2812.295557,96,0,0,96,71.39203125,39.015,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,21624,15,9,0.20290947,0.07831331,0.061542008,0.176946267,2.924649,18,2531.40625,2649.599414,43,0,0,43,51.16203125,14.04359375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30631,1,8,0.09929716,0.099294305,0.09069064,0.176946267,2.924649,13,5106.776758,2978.7698,163,0,0,163,100.78875,32.87375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,14719,7,15,0.27775908,0.08139827,0.065049335,0.176946267,2.924649,13,4861.589111,3086.4052,376,0,0,376,221.6720313,81.68765625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5633,13,9,0.22068432,0.1370436,0.08753965,0.176946267,2.924649,17,2400.66853,3033.319006,121,0,0,121,89.81578125,51.70390625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,2050,10,1,0.13565291,0.104296595,0.08645953,0.176946267,2.924649,27,4840.290967,3388.084644,325,0,0,326,251.9267188,62.72203125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15197,9,19,0.34468368,0.13049889,0.065372795,0.176946267,2.924649,9,4830.639648,2651.075085,149,0,0,149,161.47875,56.67109375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,1,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15327,9,10,0.20188911,0.19958846,0.07701479,0.176946267,2.924649,13,4690.072144,3108.663123,47,0,0,47,34.81546875,10.25046875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,28179,1,9,0.15129294,0.10162099,0.09162353,0.176946267,2.924649,18,3818.239844,1191.324597,67,0,0,67,49.671875,23.3909375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5718,9,10,0.13965629,0.12764275,0.12191121,0.176946267,2.924649,17,2342.305115,3270.479797,106,0,0,106,104.943125,34.27359375,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5610,13,9,0.19575094,0.16190746,0.09644624,0.176946267,2.924649,9,2407.896643,2994.780762,156,0,0,156,73.875625,34.90578125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,1,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,30740,9,1,0.1432204,0.0952154,0.080248654,0.176946267,2.924649,13,4961.45,2967.028967,123,1,0,124,206.815625,44.84015625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,6018,11,27,0.18321837,0.15280187,0.13237813,0.176946267,2.924649,9,2427.126648,2914.583801,178,0,0,178,101.4660938,40.46,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,1,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,11771,9,10,0.12250543,0.102297254,0.09438846,0.176946267,2.924649,10,4604.879565,1816.686365,189,0,0,190,105.0334375,54.41328125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,6947,9,13,0.25355732,0.10790799,0.09000529,0.176946267,2.924649,21,1964.940186,2982.80647,192,0,0,192,162.2915625,56.40015625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15800,13,9,0.30682796,0.22037293,0.18844736,0.176946267,2.924649,9,4836.60957,2861.741443,72,0,0,72,43.03390625,20.1396875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,1,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,11070,10,1,0.19854634,0.07110677,0.06271052,0.176946267,2.924649,9,4835.606006,2111.390247,172,0,0,172,135.6042188,56.71625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,1,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,8474,9,10,0.16041708,0.11532708,0.114097975,0.176946267,2.924649,17,2345.335938,3412.21543,99,0,0,99,71.21140625,20.72671875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,5574,9,10,0.19735663,0.0956767,0.09228645,0.176946267,2.924649,17,2391.486414,3133.199402,113,1,0,114,66.69578125,37.43453125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,2127,9,7,0.169011,0.13946095,0.08387153,0.176946267,2.924649,17,4954.692749,2804.756372,174,0,0,174,153.17,34.860625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,24819,7,13,0.2096569,0.15162814,0.12430551,0.176946267,2.924649,4,1472.891248,3060.339709,354,0,0,354,261.7707813,74.64328125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,1980,7,12,0.15616512,0.15559988,0.13891757,0.176946267,2.924649,7,4141.077979,2964.861633,169,0,0,169,58.5225,46.28515625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,22006,1,13,0.19605231,0.12641664,0.08270628,0.176946267,2.924649,8,1312.001044,2490.798206,215,0,0,215,116.9546875,55.49703125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15660,13,1,0.29269266,0.23631261,0.06960362,0.176946267,2.924649,13,4717.896362,2995.200366,286,0,0,286,163.104375,71.708125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,6014,10,1,0.18031465,0.1098977,0.08342288,0.176946267,2.924649,17,2412.703003,2902.469019,278,0,0,279,264.435,59.10953125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,35615,9,13,0.19772737,0.14728211,0.11218963,0.176946267,2.924649,7,3719.223975,2730.798486,181,0,0,181,102.6401563,36.7571875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,35147,12,7,0.16510041,0.11175555,0.099232554,0.176946267,2.924649,11,3825.686475,2732.550574,140,0,0,140,68.456875,29.7128125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,29536,13,9,0.36964464,0.13677625,0.07908662,0.176946267,2.924649,15,5341.986035,2859.091211,43,0,0,43,46.01421875,5.6896875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,1871,13,11,0.26514524,0.106401324,0.054526746,0.176946267,2.924649,13,4949.809399,3047.716089,98,0,0,98,51.61359375,31.5190625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15159,13,10,0.35519424,0.12132171,0.087421596,0.176946267,2.924649,19,4817.488306,2711.126465,263,0,0,263,178.8639063,60.870625,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,14848,9,11,0.2536424,0.119564846,0.0686895,0.176946267,2.924649,17,4899.02439,2761.940527,106,0,0,106,69.76640625,38.2925,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,36337,11,12,0.21235494,0.12195373,0.080839306,0.176946267,2.924649,2,3625.392773,2767.513672,125,0,0,125,49.17515625,29.803125,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,12448,10,1,0.15926608,0.15276122,0.10285218,0.176946267,2.924649,10,4601.525635,1790.593481,233,0,0,233,147.0739063,53.60046875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
Cd24a,Igf2,Trp73,Slc13a4,Spag16,17,15001,13,1,0.11928865,0.100700945,0.076266535,0.176946267,2.924649,13,4667.66543,2964.620081,74,0,0,74,109.1426563,27.59046875,,Endothelial,Neurons,Endothelial,Neurons,No majority cell types,0,CNN Model : Independent Sampling - Raw Data
